2017-06-10 14:44:37,505 [main ] INFO  Constant - Creating directory C:\Users\Nikola\Desktop\BSEP_Jaca\BSEP2\bdd-security\zap\tmp\session
2017-06-10 14:44:37,506 [main ] INFO  Constant - Creating directory C:\Users\Nikola\Desktop\BSEP_Jaca\BSEP2\bdd-security\zap\tmp\dirbuster
2017-06-10 14:44:37,507 [main ] INFO  Constant - Creating directory C:\Users\Nikola\Desktop\BSEP_Jaca\BSEP2\bdd-security\zap\tmp\plugin
2017-06-10 14:44:37,795 [main ] INFO  DaemonBootstrap - OWASP ZAP 2.5.0 started.
2017-06-10 14:44:37,856 [main ] INFO  AbstractParam - Setting config api.key = zapapisecret was zapapisecret
2017-06-10 14:44:37,857 [main ] INFO  AbstractParam - Setting config spider.thread = 10 was 10
2017-06-10 14:44:37,858 [main ] INFO  AbstractParam - Setting config connection.proxyChain.hostName =  was 
2017-06-10 14:44:37,859 [main ] INFO  AbstractParam - Setting config connection.proxyChain.port = 80 was 80
2017-06-10 14:44:37,859 [main ] INFO  AbstractParam - Setting config scanner.threadPerHost = 20 was 20
2017-06-10 14:44:37,860 [main ] INFO  AbstractParam - Setting config connection.proxyChain.enabled = true was false
2017-06-10 14:44:37,864 [main ] INFO  SSLConnector - Reading supported SSL/TLS protocols...
2017-06-10 14:44:37,865 [main ] INFO  SSLConnector - Using a SSLEngine...
2017-06-10 14:44:39,771 [main ] INFO  SSLConnector - Done reading supported SSL/TLS protocols: [SSLv2Hello, SSLv3, TLSv1, TLSv1.1, TLSv1.2]
2017-06-10 14:44:40,108 [main ] INFO  OptionsParamCertificate - Unsafe SSL renegotiation disabled.
2017-06-10 14:44:40,776 [main ] INFO  ENGINE - open start - state not modified
2017-06-10 14:44:41,118 [main ] INFO  ENGINE - dataFileCache open start
2017-06-10 14:44:41,132 [main ] INFO  ENGINE - dataFileCache open end
2017-06-10 14:44:41,212 [ZAP-daemon] INFO  ExtensionFactory - Loading extensions
2017-06-10 14:44:43,084 [ZAP-daemon] INFO  ExtensionFactory - Extensions loaded
2017-06-10 14:44:43,353 [ZAP-daemon] INFO  FilterFactory - loaded filter Change user agent to other browsers. 
2017-06-10 14:44:43,353 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect insecure or potentially malicious content in HTTP responses.
2017-06-10 14:44:43,353 [ZAP-daemon] INFO  FilterFactory - loaded filter Detect and alert 'Set-cookie' attempt in HTTP response for modification.
2017-06-10 14:44:43,353 [ZAP-daemon] INFO  FilterFactory - loaded filter Avoid browser cache (strip off IfModifiedSince)
2017-06-10 14:44:43,354 [ZAP-daemon] INFO  FilterFactory - loaded filter Log cookies sent by browser.
2017-06-10 14:44:43,354 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique GET queries into file:filter/get.xls
2017-06-10 14:44:43,354 [ZAP-daemon] INFO  FilterFactory - loaded filter Log unique POST queries into file:  filter/post.xls
2017-06-10 14:44:43,354 [ZAP-daemon] INFO  FilterFactory - loaded filter Log request and response into file: filter/message.txt
2017-06-10 14:44:43,354 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request body using defined pattern.
2017-06-10 14:44:43,355 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP request header using defined pattern.
2017-06-10 14:44:43,355 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response body using defined pattern.
2017-06-10 14:44:43,355 [ZAP-daemon] INFO  FilterFactory - loaded filter Replace HTTP response header using defined pattern.
2017-06-10 14:44:43,356 [ZAP-daemon] INFO  FilterFactory - loaded filter Send ZAP session request ID
2017-06-10 14:44:43,538 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows ZAP to check for updates
2017-06-10 14:44:43,542 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionViewOption
2017-06-10 14:44:43,543 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionEdit
2017-06-10 14:44:43,543 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionFilter
2017-06-10 14:44:43,543 [ZAP-daemon] INFO  ExtensionLoader - Initializing Provides a rest based API for controlling and accessing ZAP
2017-06-10 14:44:43,582 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionState
2017-06-10 14:44:43,582 [ZAP-daemon] INFO  ExtensionLoader - Initializing ExtensionHistory
2017-06-10 14:44:43,584 [ZAP-daemon] INFO  ExtensionLoader - Initializing Show hidden fields and enable disabled fields
2017-06-10 14:44:43,585 [ZAP-daemon] INFO  ExtensionLoader - Initializing Search messages for strings and regular expressions 
2017-06-10 14:44:43,586 [ZAP-daemon] INFO  ExtensionLoader - Initializing Encode/Decode/Hash...
2017-06-10 14:44:43,586 [ZAP-daemon] INFO  ExtensionLoader - Initializing Allows you to intercept and modify requests and responses
2017-06-10 14:44:43,586 [ZAP-daemon] INFO  ExtensionLoader - Initializing Passive scanner
2017-06-10 14:44:43,719 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Script passive scan rules
2017-06-10 14:44:43,719 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Stats Passive Scan Rule
2017-06-10 14:44:43,720 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Application Error Disclosure
2017-06-10 14:44:43,721 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Incomplete or No Cache-control and Pragma HTTP Header Set
2017-06-10 14:44:43,721 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Content-Type Header Missing
2017-06-10 14:44:43,723 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie No HttpOnly Flag
2017-06-10 14:44:43,723 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Cookie Without Secure Flag
2017-06-10 14:44:43,725 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Cross-Domain JavaScript Source File Inclusion
2017-06-10 14:44:43,725 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Web Browser XSS Protection Not Enabled
2017-06-10 14:44:43,725 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Secure Pages Include Mixed Content
2017-06-10 14:44:43,726 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Password Autocomplete in Browser
2017-06-10 14:44:43,726 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Private IP Disclosure
2017-06-10 14:44:43,726 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Session ID in URL Rewrite
2017-06-10 14:44:43,727 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Content-Type-Options Header Missing
2017-06-10 14:44:43,727 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: X-Frame-Options Header Scanner
2017-06-10 14:44:43,728 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Charset Mismatch
2017-06-10 14:44:43,728 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Loosely Scoped Cookie
2017-06-10 14:44:43,728 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Absence of Anti-CSRF Tokens
2017-06-10 14:44:43,729 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Debug Error Messages
2017-06-10 14:44:43,729 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Informations in URL
2017-06-10 14:44:43,729 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Sensitive Information in HTTP Referrer Header
2017-06-10 14:44:43,730 [ZAP-daemon] INFO  ExtensionPassiveScan - loaded passive scan rule: Information Disclosure - Suspicious Comments
